Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library,is_included,party,coalition,is_personal_page,other_page
142523182588387,Dato' Hj Abdul Halim Hussain,Abdul Halim Bin Hussain,510,55,,,,,
254995132100881,Lumut Di Parit,Lumut Di Parit,510,28,,,,,
760288557404325,Karambir Singh,Karambir Singh Honey,507,7,,,,,
104084615851067,Phaang Jing Fatt 彭健發,Gerakan,507,8,,,,,
320681921395601,Suraya Yaacob,Suhaimi Bin Che Noor,507,13,,,,,
144573915618230,UK in Malaysia - British High Commission Kuala Lumpur,UK in Malaysia - British High Commission Kuala Lumpur,502,4,,,,,
104730808300706,PN Melaka,Mohd Rafiq Bin Naizamohideen,500,1,,,,,
500765600118362,CITYPlus,CITYPlus,500,1,,,,,
106488997452189,TMS Tailor by The Men’s Shop,Beatrice Shu Ning Yeo,500,1,,,,,
318848448638025,NG YAK HOWE 黄益豪,Edrick Quak Yi Biao,500,1,,,,,
112644946778360,祥瑞神料行,These ads ran without a disclaimer,500,2,,,,,
501503336612276,Ismail Sabri PM ke 9 dan ke 10,Aljojil Bin Hamsah,500,2,,,,,
101103428307417,BN COMMS Pahang,Salman Bin Mohd Zaki,500,1,,,,,
637104136332122,The Malaysian Reserve,Media Mulia Sdn Bhd,500,1,,,,,
113733490027706,Nicole Wong 王晓庭,MCA,499,3,,,,,
101802648316715,Zabidi Yahya,Zabidi Yahya,484,2,,,,,
2380035342233990,LAW CHUN YOONG Ahli Majlis Perbandaran Hulu Selangor,Chun Yoong Law,483,6,,,,,
112918013453569,PAS Terengganu,Muhammad Idris Bin Halim,476,2,,,,,
104770629104258,Parlimen Tambun P.063,Muhammad Isyraf Bin Mohd Nor,475,2,,,,,
105892948989013,Amanda Yeo Yan Yin 杨颜殷,Yeo Yan Yin,473,13,,,,,
112882608285493,Cikgu Johari Abdullah,Parti Amanah Negara,471,1,,,,,
182750565693116,Calon Pakatan Harapan dun  Pelangai N036,Calon Pakatan Harapan dun  Pelangai N036,463,22,,,,,
1593554760858970,Dato' Asmawi,Dato' Asmawi,459,9,,,,,
206671872710060,Rakyat Insight,Rakyat Insight,458,2,,,,,
104887431073257,Zainuddin Mohamed,Zainuddin Bin Mohamed,453,11,,,,,
1667955793220110,PCM KEDAH,These ads ran without a disclaimer,452,10,,,,,
100751602627793,Vanguard SUPP Pujut Youth,Vanguard SUPP Pujut Youth,449,8,,,,,
108752688543048,Prawn Noodle King 虾面王,Prawn Noodle King 虾面王,448,1,,,,,
104321488611336,Ong Chin Wen 王敬文,Wong Pei Sze,448,6,,,,,
107753481723309,Ustaz Azizi,Ustaz Azizi,448,10,,,,,
288570577986480,Khairol Najib,Khairol Najib,448,15,,,,,
106687148921039,IM吹水站,Henry Kueh Hsiao Wei,446,7,,,,,
155677885272,RFI 华语 - 法国国际广播电台,These ads ran without a disclaimer,445,2,,,,,
718939814829233,ViralMeletop,These ads ran without a disclaimer,443,1,,,,,
100208706254218,Aminuddin Hanafiah,BN Comms,440,28,,,,,
106577198621577,Iskandar Dzulkarnain,Fais Faudzi,437,20,,,,,
104799122395213,Berita Pengeluaran Duit Ajaib Halal,These ads ran without a disclaimer,432,2,,,,,
100470582836876,YB Nolee Radzi,Wan Harisun,430,5,,,,,
101863121947455,Dazma Shah,Dazma Shah,426,4,,,,,
426888627377083,Notebook Custom Syifa,Notebook Custom Syifa,423,32,,,,,
109027035331138,Malaysia Diplomacy News Agency,Henry Kueh Hsiao Wei,422,2,,,,,
1859533377640990,Zulfadli Hj Zainal,Zulfadli Hj Zainal,422,8,,,,,
247167648818417,Gerakan Penang 檳州民政,Gerakan Penang 檳州民政,420,8,,,,,
1529563417302750,Pemuda UMNO Temerloh,Azril Rizal Yusof Bin Mohd Sarit,416,9,,,,,
304210287093594,Voon Lee Shan 温利山,Voon Lee Shan 温利山,415,7,,,,,
230445633883,Jabatan Penerangan Malaysia,Jabatan Penerangan Malaysia,415,11,,,,,
105849378942211,Liputan Malaysia MY,Liputan Malaysia,414,50,,,,,
363140247130610,Dr. Robert Ling Kui Ee 林桂億,Dr. Robert Ling Kui Ee 林桂億,410,9,,,,,
527705097706351,BebasNews,Rare Media Sdn. Bhd.,407,10,no,,,,
110077911915218,Shamshulkahar Mohd Deli,Dato Shamshulkahar Mohd Deli,405,3,,,,,
103688845108977,maggiexu0113,These ads ran without a disclaimer,404,3,,,,,
105928561778337,麦吉房产 MC Real Estate,Kwok Wei Shen,402,1,,,,,
103267978062153,Warisan P.172 Kota Kinabalu 民兴党亚庇区部,Warisan,400,4,,,,,
100925708389557,Ampang Jaya Deserves Better,Ariv Anaandha Chelvam,399,9,,,,,
2737071922975160,International Conference on Cohesive Societies,These ads ran without a disclaimer,395,1,,,,,
100455062885596,Benedict Asmat,Ezra Jukim,394,9,,,,,
1854296828127790,Parti Amanah Negara Parit Buntar,Parti Amanah Negara Parit Buntar,392,8,,,,,
158714780827513,UNFPA,These ads ran without a disclaimer,387,69,,,,,
102877578066277,R.S. Thanenthiran,R.S. Thanenthiran,383,8,,,,,
101979744919828,S. Jayagopi Calon BN N.30 Buntong,S. Jayagopi Calon BN N.30 Buntong,383,4,,,,,
109341278575338,BN COMMS BAGAN DATUK,Barisan Nasional,381,12,,,,,
1448737355355640,Amizar Bin Abu Adam,Badrul Hisham,378,8,,,,,
104015742220554,Mimic,These ads ran without a disclaimer,376,4,,,,,
102871355974800,Hj Saad Bin Seman,Masyitah Binti Mohd Shukri,375,5,,,,,
736399970046124,Saarani Mohamad,These ads ran without a disclaimer,372,2,,,,,
570175473079180,国际特赦组织中文 Amnesty International Chinese,These ads ran without a disclaimer,371,9,,,,,
106011334390392,陈家兴,Parti Keadilan Rakyat Gopeng,370,3,yes,PKR,PH,,
405808982860548,Pusat Khidmat Ahli Parlimen Kota Bharu,Pusat Khidmat Ahli Parlimen Kota Bharu,370,18,,,,,
100206909571789,Suara Indera Mahkota,Henry Kueh Hsiao Wei,369,6,,,,,
105274205729426,Mohd Johari Bin Hussain,Muhamad Khalid Bin Tan,364,2,,,,,
102428989044231,Parti Bumiputera Perkasa Malaysia PUTRA  Gombak,Mohd Azfarudin Bin Arriffin,363,5,,,,,
504436556623535,June Leow,Parti Keadilan Rakyat,355,39,yes,PKR,PH,,
332038484056135,Hassanuddin Salim,Hassanuddin Salim,354,3,,,,,
103028117867613,Mohd Fadzli Mohd Ramly Official,AMANAH,353,12,yes,AMANAH,PH,,
106760311231045,Hj Zuraidi bin Ismail,Hj Zuraidi bin Ismail,350,4,,,,,
110616053654362,Mohamad Ali Mohamad,Mohamad Ali Bin Mohamad,350,29,,,,,
165218133643643,Dr. Tan Yee Kew 陈仪乔博士,Parti Keadilan Rakyat,350,37,yes,PKR,PH,,
102741461946181,一念逍遙,These ads ran without a disclaimer,347,1,no,,,,
616858552009228,Zabri Mokhtar,Zabri Bin Mokhtar,345,5,,,,,
112804560089619,GCapital,These ads ran without a disclaimer,345,2,,,,,
157670238393249,"Community Development Center, Parsa",These ads ran without a disclaimer,342,1,,,,,
105801292167668,Pembiayaan Peribadi Affin Bank,These ads ran without a disclaimer,337,2,,,,,
49275915266,MSI Reproductive Choices,These ads ran without a disclaimer,336,103,,,,,
102192302099567,Che Zakaria Mohd Salleh,Amanah,328,2,yes,AMANAH,PH,,
229642547070382,Majlis Agama Islam Selangor,These ads ran without a disclaimer,328,4,,,,,
103211355844396,Nazari Mokhtar,Yuhanita Binti Yunan,327,2,,,,,
185771248113677,Etihad Airways,These ads ran without a disclaimer,325,3,,,,,
472525786194225,Demi Rakyat Johor,Malaysia Harmoni,320,5,,,,,
1692040137540670,TawauKini,Kromium Digital,320,5,,,,,
108692655344959,答特先生 Mr. Doctor,These ads ran without a disclaimer,319,1,,,,,
100601478794003,Bakri Jamaluddin,These ads ran without a disclaimer,317,1,,,,,
266790296879,Bloomberg,These ads ran without a disclaimer,312,22,no,,,,
354288067957683,李政贤,These ads ran without a disclaimer,311,1,,,,,
521663081579688,Bahiki Ismail,Bahiki Ismail,311,5,,,,,
2188199331510750,Oscar Sia Yu Hock 谢友福,Kuok Loong Soh,309,8,,,,,
374063479646229,Perikatan Nasional Lumut,Perikatan Nasional Lumut,307,11,,,,,
104396348051418,DrNajihatussalehah Ahmad,DrNajihatussalehah Ahmad,304,4,,,,,
109915115239061,Perikatan Nasional Parit Buntar,Mohamad Faiz Bin Osrin,303,2,,,,,
585005441848006,Jason Kok,These ads ran without a disclaimer,300,1,,,,,
843715972326916,J.Arul Kumar,These ads ran without a disclaimer,300,1,,,,,
428782500998481,Cally Ting Zhao Song,Ting Zhao Song,300,2,,,,,
407262292721295,Barisan Nasional,Muhammad Faqiruddin Firdaus Bin Mohd Said,300,2,,,,,
221434224590749,TV PAS,TV PAS,300,1,yes,PAS,PN,,
103262598708932,thefuturizts,These ads ran without a disclaimer,298,3,,,,,
103341938369318,Sallehuddin Bin Abdullah,Sallehuddin Bin Abdullah,298,10,,,,,
436206506473256,Mom's House Babyshop Shah Alam HQ,These ads ran without a disclaimer,294,3,,,,,
962906950498482,Chan Wun Hoong 陈运鸿,Chan Wun Hoong 陈运鸿,292,4,,,,,
106671865040410,Keris Mengilau,These ads ran without a disclaimer,292,9,,,,,
528696770627084,HurunEin Malaysia,These ads ran without a disclaimer,292,4,,,,,
134750209898122,Chang Lih Kang,Chang Lih Kang,291,12,,,,,
1701799590063920,精彩砂拉越,Radial Marketing Agency,290,2,,,,,
1788750174499300,Tan Gim Tuan - GT,Tan Gim Tuan,289,6,,,,,
122375574472796,Wong Chai Yi,Parti Keadilan Rakyat Cabang Gopeng,289,3,yes,PKR,PH,,
101630852251880,Biro Penerangan Dan Media Parti Warisan Sabah P.191 Kalabakan,Andi Mohd Suffian Bin Mohd Sainal,288,10,,,,,
119250754753587,Wong Hon Wai 黄汉伟  Bukit Bendera,Wong Hon Wai,284,11,,,,,
402873650137044,Wan Kharizal Wan Khazim,Wan Kharizal Wan Khazim,283,2,,,,,
104191787946142,戀戀清庭:邂逅,These ads ran without a disclaimer,282,2,,,,,
108349127516561,Melaka Hari Ini,Melaka Hari Ini,282,7,,,,,
2164630037156780,Adly Zahari,Parti Amanah Negara,276,2,,,,,
103024834682583,Michael Kong Feng Nian 江峰年,Michael Kong Feng Nian,275,3,,,,,
236402373940290,Syahredzan Johan,Syahredzan Bin Johan,269,7,,,,,
268449016963314,Azizul Kama Abd Aziz,Azizul Kama Abd Aziz,269,5,,,,,
111197990560008,The Fruits King 水果王,These ads ran without a disclaimer,266,3,,,,,
982944251830062,Christina Liew Page,Liew Chin Jin,264,3,,,,,
104141394931164,Kula Segaran P065,M.Kulasegaran A/l V.Murugeson,263,9,,,,,
372158951950,La Voce Choir 爱韵合唱团,These ads ran without a disclaimer,260,2,,,,,
1681552565464890,Perhubungan PAS KEDAH,Nor Fatin Najibah Ismail,257,13,,,,,
950049135072659,Sahabat Dato Husam Musa,AMANAH,255,1,yes,AMANAH,PH,,
101867951969603,Unity Movement.My,PERTUBUHAN GERAKAN PERPADUAN SEJAGAT (UNITY MOVEMENT),255,12,,,,,
103044428662375,林立迎律师,Democratic Action Party,253,2,yes,DAP,PH,,
1729275047356360,Ahmad Dullah,Aliffakhrullah Bin Roslee,253,4,,,,,
225392457942420,Shahir Adnan,Mohd Shahir Bin Adnan,252,7,,,,,
292839370752123,PAS Negeri Perlis,PAS Negeri Perlis,251,4,yes,PAS,PN,,
1443602379211310,Ai Success Advisory,These ads ran without a disclaimer,251,1,,,,,
490728928001480,ORANGKATA,ORANGKATA,250,5,,,,,
615125715198472,P.Kamalanathan,P.Kamalanathan,250,3,,,,,
1481225741958270,YB Arafat - Pusat Khidmat Rakyat ADUN Hulu Kinta,Muhamad Arafat Bin Varisai Mahamad,250,3,,,,,
140910022595888,JHEV ATM,JHEV ATM,250,4,,,,,
929403260489334,Nadi Mahasiswa Malaysia,Nadi Mahasiswa Malaysia,250,6,,,,,
112290654989421,Anak Muda Prihatin Temerloh,Anak Muda Prihatin Temerloh,249,2,,,,,
181406015368527,新人民，新希望,新人民，新希望,246,3,,,,,
1463919307207060,BN COMMS Ledang,BN COMMS Ledang,246,8,,,,,
871466503221859,BN Semambu,These ads ran without a disclaimer,245,1,,,,,
103246701511889,Azizul Shah - N32 Kuala Semantan,Azizul Shah Mohd Noor,241,9,,,,,
106823987391277,Tan Zhen Zune 陈政翀,Tan Zhen Zune,240,2,,,,,
569562749759519,Rubiah Wang,Rubiah Wang,240,5,,,,,
174298466127,Utusan TV,Utusan Binders Sdn. Bhd,238,23,,,,,
107357008829274,Nizar Najib NN11,These ads ran without a disclaimer,235,1,,,,,
371075312997536,HAMIM Ledang,HAMIM Ledang,235,4,,,,,
166738750044444,Sunway Group,These ads ran without a disclaimer,234,2,,,,,
103242065392325,Cikgu Aru,Cikgu Aru,233,2,,,,,
197369864219724,Cikgu Razak Ibrahim,Cikgu Razak Ibrahim,231,5,,,,,
114328140220644,Perikatan Nasional Tanjong Malim,Wan Harisun,231,6,,,,,
641355653174364,Muhamad Nakhaie Abd Wahab,Muhamad Nakhaie Abd Wahab,230,7,,,,,
50461955643,UNSW,These ads ran without a disclaimer,230,6,,,,,
213511465652713,rentsale.my,rentsale.my,227,8,,,,,
560429700762980,PAS SHAH ALAM,These ads ran without a disclaimer,221,2,,,,,
100341686227949,Dato' Mohd Daud Nasir,Remy Shahrin Aswandi Bin Sansudim,220,1,,,,,
101750752515954,Roderick Wong Siew Lead 黄秀励,Roderick Wong Siew Lead,220,3,,,,,
313834679310,ISMACO SDN. BHD.,These ads ran without a disclaimer,219,5,,,,,
953582348055592,PH KUALA NERUS P.035,Ahmad Fahmi Bin Mohd Zainuddin,219,7,,,,,
105424612294323,Perikatan Nasional Sungai Petani,Perikatan Nasional Sungai Petani,218,4,,,,,
105811354512255,Klang Valley New Project Launch,These ads ran without a disclaimer,217,1,,,,,
104801675783784,Mazween Mokhtar,Mazween Bin Mokhtar,216,1,,,,,
1635765436639540,Wan Rosdy bin Wan Ismail,These ads ran without a disclaimer,215,5,,,,,
101347726084425,"Maahad Tahfiz Darul Ulum Al-Furqani,Kelantan",These ads ran without a disclaimer,215,9,,,,,
68793499001,UNICEF,These ads ran without a disclaimer,214,1,,,,,
471848716241098,Gooi Hsiao Leung,Gooi Hsiao-Leung,213,3,,,,,
173935606013378,PahangKu Media,PahangKu Media,209,1,,,,,
418111285431277,Dr Dzul 4 Kuala Selangor,Ahmad Fauzi Bin Badron,207,13,,,,,
100949118277954,Unidos Por Leticia Amazonas,These ads ran without a disclaimer,204,3,,,,,
816939855176980,Pusat Khidmat Parlimen Pokok Sena,Pusat Khidmat Parlimen Pokok Sena,204,2,,,,,
161784060579927,PAS Sabah,Aliffakhrullah Bin Roslee,203,2,,,,,
104246752257762,Anwar Ibrahim Legislative Internship,Parti Keadilan Rakyat,203,4,yes,PKR,PH,,
504828189853890,Kerk Chee Yee 郭子毅,DAP Malaysia,202,5,yes,DAP,PH,,
101838346071714,Wang Gaib Terpercaya,These ads ran without a disclaimer,202,2,,,,,
101801452730431,Perikatan Nasional Batang Lupar,Awg Azwan,202,9,,,,,
115255390173990,Nasi Kandar Ikram,These ads ran without a disclaimer,201,8,,,,,
103992878358588,ScoutAsia by Nikkei and The Financial Times,These ads ran without a disclaimer,201,1,,,,,
105092165629715,Vimigo老板加油站,These ads ran without a disclaimer,201,6,,,,,
451326741643695,Ameerah Selangor,Ameerah Selangor,200,1,,,,,
230654703667892,Oasis Live Mall,These ads ran without a disclaimer,200,1,,,,,
442096865966118,Agenda Massa,Suara.TV,200,2,,,,,
105912668889307,Dr Kwan Wai Hoe 关伟浩建材博士,Dr Kwan Wai Hoe 关伟浩建材博士,200,2,,,,,
111707098385214,Hey Malaysia,Nazrul Iqkhwan Bin Najib,200,1,,,,,
1414785168758170,Asiapacific Balloons,Asiapacific Balloons,200,2,,,,,
329620380573650,Afiqah Zulkifli,Nur Afiqah Binti M. Zulkifli,200,1,,,,,
504995402890608,Sandrea Ng,Parti Keadilan Rakyat Gopeng,200,2,yes,PKR,PH,,
132895990116651,KPKT Malaysia,KPKT Malaysia,200,2,,,,,
1541949036063040,Pusat Khidmat Rakyat N46 DUN Pelabuhan Klang YB Azmizam Zaman Huri,Mohamad Shahrul Bin Adnan,200,1,,,,,
106823987391277,Tan Zhen Zune 陈政翀,Tan Zhen Zune 陈政翀,200,2,,,,,
161707728106607,BayWa r.e. Global,These ads ran without a disclaimer,200,1,,,,,
2099566410093250,蔡伟杰,Parti Keadilan Rakyat Cabang Selayang,200,3,yes,PKR,PH,,
109322471986533,Mersing BN,Skuad Penerangan Mersing,199,3,,,,,
221159141657466,Newswav,These ads ran without a disclaimer,198,2,,,,,
102474495678306,CAKNA Sabah,Portal Mudah,197,1,,,,,
102440319190624,局部美白专家-MediScrub Bar,These ads ran without a disclaimer,196,7,,,,,
106902697515837,Bersatu Kota Marudu,Emran Maidin,194,5,,,,,
1406892032861950,Dewan Perniagaan Melayu Malaysia,Dewan Perniagaan Melayu Malaysia,194,2,,,,,
352467932179486,Uniseed 萌教育中心,These ads ran without a disclaimer,194,2,,,,,
338227442759,Capital Dynamics,These ads ran without a disclaimer,192,1,,,,,
125727931346248,Parlimen P207 Igan,Parlimen P207 Igan,190,2,,,,,
112544443805284,怡保富贵（富宝）山庄 Nirvana Memorial Park Ipoh - APG -,These ads ran without a disclaimer,189,1,,,,,
111856961739029,N.M.Rajah,Rajah Narasaim,189,5,,,,,
1713909665520710,香港大中華中小企業商會,These ads ran without a disclaimer,189,1,,,,,
429353417255562,Dato' Sri Dr. Santhara,Rafi Ahmed Bin Wasi Ahmad,187,2,,,,,
108576308728062,Dato Adnan Abu Hassan,Nazrul Iqkhwan Bin Najib,186,2,,,,,
1461391244106100,Stock trends,These ads ran without a disclaimer,182,1,,,,,
101180819098140,SelangorToday,SelangorToday,181,2,,,,,
197799207237326,Pakatan Harapan,Parti Amanah Negara,181,1,,,,,
100880168369396,Alternatif.press,Alternatif Press,181,10,,,,,
258440468207144,Daniel Ling Sia Chin,Samuel Quek Leng Beng,181,10,,,,,
450332874977897,PAS Selangor,Mohd Khairul Yusri Bin Mat Jusof,180,5,,,,,
281731535230769,Hemmersbach,These ads ran without a disclaimer,179,1,,,,,
108649128731609,P.085 Mohd Naim Zainal Abidin,Atiff Badruldin,178,5,,,,,
194721097807195,DAP Kepong 甲洞民主行动党,Democratic Action Party,177,2,yes,DAP,PH,,
401340596873929,The True Net,The True Net,176,48,,,,,
100198111512198,Munzirie Kabir,Parti Amanah Negara,175,3,,,,,
100666172864637,Datuk Wira Dr Ramli,AMANAH,174,5,yes,AMANAH,PH,,
100198128017007,Ruddy Awah,Mohd Yusuf Ahmad Shukri,172,8,,,,,
102225645302483,Teman Asal Perak,These ads ran without a disclaimer,172,2,,,,,
242624549154600,Wong Kah Woh,DAP IPOH TIMOR,172,2,yes,DAP,PH,,
102775121921554,Ir. Dr. Wayne Lee 李伟贤博士,Ir. Dr. Lee Wai Yin 李伟贤,171,5,,,,,
573076292726648,Mas Ermieyati Samsudin,Naabila Binti Mohd Sani,170,4,,,,,
233930556693365,Khalifah Media Networks,Mohd Huzaifah Bin Muntalip,167,2,,,,,
332038484056135,Hassanuddin Salim,These ads ran without a disclaimer,166,2,,,,,
608747795895567,MCA IPOH TIMUR 马华怡保东区,MCA IPOH TIMUR 马华怡保东区,166,2,,,,,
100192062636972,YB Dato’ Muhamad Yusoff Mohd Noor,These ads ran without a disclaimer,164,1,,,,,
179280059557704,Sim Kiang Chiok 沈堅石,Sim Kiang Chiok 沈堅石,162,4,,,,,
374257406057165,Malaysia Makkal Sakti Party - MMSP,Malaysia Makkal Sakti Party - MMSP,162,3,,,,,
106823987391277,Tan Zhen Zune 陈政翀,These ads ran without a disclaimer,161,1,,,,,
107922202133910,PJ Pilih Ezam P.105,Mohamad Ezam Bin Mohd Nor,160,2,,,,,
101437699306247,Business Launch Blueprint,These ads ran without a disclaimer,160,1,,,,,
110077911915218,Shamshulkahar Mohd Deli,These ads ran without a disclaimer,158,1,,,,,
1196196390526960,Facebook Surveys,These ads ran without a disclaimer,157,32,,,,,
113888007867178,Pusat Khidmat Rakyat Ahli Parlimen Kulim Bandar Baharu P018,Siti Arteeka Hanes Binti Abdullah,154,1,,,,,
106944491204801,傳鼓樓,These ads ran without a disclaimer,152,1,,,,,
116052500265158,MileMsia,MileMsia,151,6,,,,,
101978933230493,DHL,These ads ran without a disclaimer,150,1,,,,,
108176349204134,Cheryl Lee Xin Yi ( 李欣怡 ),These ads ran without a disclaimer,150,1,,,,,
103028117867613,Mohd Fadzli Mohd Ramly Official,Mohd Fadzli Bin Mohd Ramly,150,2,,,,,
102316375735825,Norliza Noh,Zaparudin Abdul Rahim,150,2,,,,,
220184671413873,Kementerian Pengajian Tinggi,KEMENTERIAN PENGAJIAN TINGGI,150,1,,,,,
105740438923804,Awang Buhtamam Awang Mahmun,Awang Buhtamam Awang Mahmun,150,3,,,,,
102174315742920,MCA Tenggara 马华东南镇区会,Chia Wee Yi,150,2,,,,,
378528792166172,Dr. Afif Bahardin,These ads ran without a disclaimer,150,1,,,,,
804067589671488,Mohamed Sukri Omar,Mohamed Sukri Bin Omar,150,1,,,,,
413620172768098,Pejuang ALOR SETAR,Muhammad Aliff Bin Ramli,148,12,,,,,
102208912218252,Ku Iskandar bin Ku Saad,Ku Iskandar Bin Ku Saad,148,2,,,,,
100351665367822,Kwan Say Hong 官世峰,Kwan Say Hong,145,2,,,,,
129800943846676,BN PDM Seksyen 8 Shah Alam,BN PDM Seksyen 8 Shah Alam,145,4,,,,,
107991988473717,Jeffery Ngui 魏文枪,Jeffery Ngui Voon Chiang,144,5,,,,,
756866374513941,Gombak TV,Gombak TV,143,4,,,,,
100185805667706,Program Imunisasi Selangor,These ads ran without a disclaimer,142,2,,,,,
103386089143601,Keadilan Petaling Jaya,Farhan Shah,141,22,,,,,
100711032853477,Farhan Shah Ridzuan,Farhan Shah,141,13,,,,,
151968742120671,Cikgu Zaiton Latiff,Parti Amanah Negara,138,3,,,,,
1759883120999680,European Union in ASEAN,These ads ran without a disclaimer,138,2,,,,,
302710879820503,Junz Wong,Hiu Chin Yih,138,2,,,,,
108213478238644,AllSight Malaysia,AllSight Malaysia,135,3,,,,,
748135665373077,Karupaiya Mutusami,Parti KEADILAN Rakyat Melaka,135,3,yes,PKR,PH,,
853602354798614,Haji Rahim Ismail,Haji Rahim Ismail,135,5,,,,,
560476550776958,Ask the Scientists - Health and Science Education,These ads ran without a disclaimer,133,3,,,,,
157945297558933,DAPSY Tanjong 丹绒区社青团 Pemuda Sosialis DAP Tanjong,Ethan Low,132,12,,,,,
109862903898709,bnyv.kedah,bnyv.kedah,132,1,,,,,
1448737355355640,Amizar Bin Abu Adam,These ads ran without a disclaimer,130,2,,,,,
552161591542177,MP BBQ Steamboat,These ads ran without a disclaimer,130,6,,,,,
111646918421638,BN Dihati,These ads ran without a disclaimer,130,1,,,,,
103738261192574,Amanah Pokok Sena,Amanah Pokok Sena,130,2,,,,,
233238730629575,Na'im Brundage,Na'im Bin Brundage,129,6,,,,,
107974832052376,马六甲时报,These ads ran without a disclaimer,129,1,,,,,
713221472043013,Fahmi Bazlan,Farhana Aqilah Binti Aqiludeen,128,7,,,,,
712310215592506,郑立慷,Chang Lih Kang,127,5,,,,,
146266554243856,Dr Siva Prakash,Siva Prakash Ramasamy,125,2,,,,,
860925560757457,Julaihi Narawi,Sahrein,124,3,,,,,
110122181900605,PSM Rembau,Arveent Srirangan A/L Kathirtchelvan,122,13,,,,,
108600975199740,林慧贤 Lim Huey Shan,Lim Huey Shan,121,4,,,,,
101117086145333,The Rakyats Voice,Henry Kueh Hsiao Wei,121,2,,,,,
101898251302773,Tuhau Bambangan,Tuhau Bambangan,121,6,,,,,
103659765532260,華夏focus,These ads ran without a disclaimer,120,1,,,,,
233930556693365,Khalifah Media Networks,Khalifah Media Networks,120,3,no,,,,
718352778222402,KEADILAN Pulau Pinang,Zainuddin Bin Mohamed,120,1,,,,,
107630218193564,Aku Budak Muar,These ads ran without a disclaimer,119,1,,,,,
166412166242,Saifuddin Abdullah,These ads ran without a disclaimer,116,2,,,,,
1195920463877890,My Mame Shiba 豆柴の家,These ads ran without a disclaimer,116,4,,,,,
330653250374602,Cisco Internet of Things,These ads ran without a disclaimer,116,2,,,,,
530866913702582,Ustaz Hasanuddin Mohd Yunus,Hasanuddin Bin Mohd Yunus,115,3,,,,,
322415954892106,Michelle Ng Mei Sze 黄美诗,Michelle Ng Mei Sze,115,2,,,,,
101139712819602,Parlimen P179 Ranau,Portal Mudah,115,1,,,,,
1658837791069330,Friends Of PARTI AMANAH NEGARA,Friends Of PARTI AMANAH NEGARA,115,2,,,,,
101528545384673,Muhammad Faiz,Muhammad Faiz,113,2,,,,,
181209151921795,Parti Keadilan Rakyat,Parti Keadilan Rakyat,113,3,yes,PKR,PH,,
110299191888159,CikguShan_Aulong,These ads ran without a disclaimer,113,2,,,,,
316078929154054,Kesatuan Mahasiswa UUM,Kesatuan Mahasiswa UUM,110,8,,,,,
269683628139,Dewan Pemuda PAS Negeri Kelantan,Dewan Pemuda PAS Negeri Kelantan,109,1,yes,PAS,PN,,
715251098495722,Faezuddin Puad,Muhammad Faezuddin Bin Mohd Puad,108,1,,,,,
111201391217595,亚视新闻东南亚 ATV News SEA,These ads ran without a disclaimer,107,1,,,,,
107641145500972,ADS,These ads ran without a disclaimer,107,3,,,,,
100351129424652,法主公 - 蕉赖（登家园）,These ads ran without a disclaimer,106,1,,,,,
134214397184815,Setia Bersama Setiawangsa,These ads ran without a disclaimer,106,16,,,,,
384794779026045,Keadilan Cabang Kepala Batas,CH Global Empire,105,5,,,,,
126732780822894,Sahabat Ustaz Idris Ahmad,Sahabat Ustaz Idris Ahmad,105,2,,,,,
106632615381542,四樓曾先生,These ads ran without a disclaimer,103,1,,,,,
103837871982256,Flashlight,VIDARA SDN BHD,103,2,,,,,
308887199758944,Kelab BSS.Official,Kelab BSS.Official,102,3,,,,,
100733671666661,苏伟杰 Daniel Sor,Waikit Sor,≤100,6,,,,,
391669354291514,Progressive Democratic Party-PDP,PDP SARAWAK,≤100,1,,,,,
160161941474874,Ko Chu Liang,These ads ran without a disclaimer,≤100,1,,,,,
188987354514778,PAS Pahang,Rafi'uddin Bin Kamaruddin,≤100,1,,,,,
100705352859866,Dato’ Norzaman,These ads ran without a disclaimer,≤100,1,,,,,
114516808129959,Anak Muar Peduli,FM Times Sdn Bhd,≤100,4,,,,,
528262633921715,Pemuda PAS Shah Alam,Ahmad Ansarullah Bin Zulkifli,≤100,1,,,,,
492533987472161,PAS DUN Beserah,PAS DUN Beserah,≤100,1,,,,,
103371005776975,Biru Pink,Biru Pink,≤100,1,,,,,
1543972179070200,Cemban,These ads ran without a disclaimer,≤100,2,,,,,
103364274717362,ONG SENG GUAN 王星元,These ads ran without a disclaimer,≤100,3,,,,,
225640738118687,Pakat Sokong Dato' Supardi,These ads ran without a disclaimer,≤100,1,,,,,
117293821626536,Shell Motorsport,These ads ran without a disclaimer,≤100,4,,,,,
977573685742975,Fully Fishery,These ads ran without a disclaimer,≤100,1,,,,,
141680664741051,Aaaas,These ads ran without a disclaimer,≤100,1,,,,,
103918212407543,BANK 赢心为王 - 团队,These ads ran without a disclaimer,≤100,3,,,,,
323109201114950,Terengganu Voice,Terengganu Voice,≤100,1,,,,,
358755581658775,Benny Kuok 郭嘉荣,Chan Weng Kuok,≤100,2,,,,,
101211118738198,Kotaku KL,These ads ran without a disclaimer,≤100,2,,,,,
239071932793074,Dr. Muhaimin Sulam,Parti Amanah Negara,≤100,4,,,,,
